company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
PARIO VENTURES LTD,07440792,Active,Private limited company,,,2010-11-16,,,74909,Building 41 Newport Road Cowes PO31 8BX England
SPENCER PARK (IOW) LIMITED,07758070,Active,Private limited company,,,2011-08-31,,,68320,East Quay Kite Hill Wootton Bridge PO33 4LA England
AVONMORE COURT LIMITED,10070416,Active,Private limited by guarantee without share capital,,,2016-03-17,,,98000,4 Avonmore Court Southgrove Road Ventnor PO38 1TW England
FILMIT LIMITED,03943363,Active,Private limited company,,,2000-03-09,,,74990,Little Gambit 27 Church Road Binstead Ryde PO33 3TA United Kingdom
NODEWELL FARM IW LIMITED,16283114,Active,Private limited company,,,2025-02-28,,,01500,Marlingate Moor Lane Brighstone Newport PO30 4DL England
AMP HIRE LTD,12204945,Active,Private limited company,,,2019-09-13,,,77320,C/O Robin Hill Partnership Ltd Downend Road Newport PO30 2NU England
JM DEVELOPMENTS IOW LTD,15512600,Active,Private limited company,,,2024-02-22,,,41100,17 The Fairway Sandown PO36 9EF England
ISLAND YOUTHWAYS LTD,13273558,Active,Private limited company,,,2021-03-17,,,55900 87900,1 Langley Court Pyle Street Newport PO30 1LA England
W ADKINS & SON LIMITED,16321612,Active,Private limited company,,,2025-03-17,,,68209,"3 Garfield Road Ryde PO33 2PS "
JOHNSON'S LETTINGS IW LTD,16323648,Active,Private limited company,,,2025-03-18,,,68100 68209,48 Broadwood Lane Newport PO30 5NH United Kingdom
PERSONALITY MANAGEMENT LIMITED,05751007,Liquidation,Private limited company,,,2006-03-21,,,7487,"Hooks 39-40 Quay Street Newport PO30 5BA "
JEROME & CO SOLICITORS LIMITED,06454370,Active,Private limited company,,,2007-12-14,,,69102,3 Steephill Road Shanklin PO37 6AB England
AGRILOGS LIMITED,06852159,Active,Private limited company,,,2009-03-19,,,01610,Broadfields Farm Park Chapel Lane Merstone Newport PO30 3DA England
EAST WOODSIDE LTD,07197919,Active,Private limited company,,,2010-03-22,,,98000,"The Lodge, Oak Lawn Woodside Road Wootton Bridge Ryde PO33 4JR "
CAMPHILL COMMUNITY SPORTS CLUB CIC,10150389,Active,Private limited by guarantee without share capital,Community Interest Company (CIC),,2016-04-27,,,93120,"Camphill Community Sports Club Quarry View Camphill Newport PO30 5ZA "
THE POPPY PROPERTY COMPANY (IOW) LIMITED,10712235,Active,Private limited company,,,2017-04-06,,,98000,1 Langley Court Pyle Street Newport PO30 1LA United Kingdom
J P & S L PEDDER,LP010744,Active,Limited partnership,,,2005-09-14,,," ","59 Solent Village Thorness Lane  Thorness Cowes PO31 8NJ "
BARNSTORMER SAILS,LP003438,Active,Limited partnership,,,1988-05-25,,," ","The Loft Orchardleigh Road Shanklin "
KASSABIAN & KASSABIAN,LP003717,Active,Limited partnership,,,1989-09-20,,," ","48 High Street Newport Isle Of Wight "
ROWNTREE FELDWICKE,LP003173,Active,Limited partnership,,,1985-08-28,,," ","Oakhanger Woodside Wootton Bridge "
NEWNHAM SCAFFOLD,LP005369,Active,Limited partnership,,,1997-04-26,,," ","Guildford Farm Havenstreet Isle Of Wight "
IOWGAS LTD,11846134,Active,Private limited company,,,2019-02-25,,,43220,Camellias Morton Road Brading Sandown PO36 0BJ United Kingdom
TICK DOODLE LTD,11904485,Active,Private limited company,,,2019-03-25,,,62020,Arnold House 2 New Road Brading Sandown PO36 0DT England
BEAR OF BRITAIN LIMITED,04170641,Liquidation,Private limited company,,,2001-03-01,,,9305,"Woodside Lodge Ashlake Copse Road Ryde PO33 4EY "
COWES CORINTHIAN YACHT CLUB LIMITED,05055553,Active,Private limited by guarantee without share capital,,,2004-02-25,,,93199,"39 Birmingham Road Cowes Isle Of Wight PO31 7BH "
LAMOR CORPORATION UK LIMITED,04728161,Active,Private limited company,,,2003-04-09,,,82990,"3 Medina Court Arctic Road Cowes PO31 7XD "
BULL DEVELOPMENTS LIMITED,04895436,Receiver Action,Private limited company,,,2003-09-11,,,7011,"4 Newport Road Cowes Isle Of Wight PO31 7PA "
A.A. COOMBES LIMITED,08965953,Active,Private limited company,,,2014-03-28,,,30120 33150,"A A Coombes Embankment Road Bembridge PO35 5NR "
ISLANDWIDE GROUNDS MAINTENANCE LIMITED,03002257,Active,Private limited company,,,1994-12-16,,,81300,"1 Lee Brickyard Cottage Main Road, Bouldnor Yarmouth PO41 0XN "
METROPOLITAN & PROVINCIAL INVESTMENTS LIMITED,01958531,Liquidation,Private limited company,,,1985-11-13,,,7487,"17 St Thomas Square Newport Isle Of Wight PO30 1SG "
F.W. MARSH (ELECTRICAL ENGINEERING) LIMITED,01236403,Active,Private limited company,,,1975-12-05,,,68209,Acorn House Acorn House West Green St Helens Ryde PO33 1XA England
J. VALVONA TRANSPORT (IOW) LIMITED,01503494,Liquidation,Private limited company,,,1980-06-23,,," ","42 High Street Oakfield Ryde Isle Of Wight PO33 1EJ "
GRANVILLE FLATS LIMITED,01125119,Active,Private limited company,,,1973-07-27,,,98000,"8 Gunville Road Newport PO30 5LB "
MARNIC RESINS LIMITED,01404544,Liquidation,Private limited company,,,1978-12-11,,," ","21a St Thomas' Square Newport Isle Of Wight PO30 1SG "
PEMBELL LIMITED,02363864,Liquidation,Private limited company,,,1989-03-21,,,4521,"2-8 New Street Newport Isle Of Wight PO30 1TA "
BEECHWOOD DEVELOPMENTS (I.O.W.) LIMITED,02364058,Liquidation,Private limited company,,,1989-03-21,,," ","77 Fairlee Road Newport Isle Of Wight. PO30 2EL "
GIFTY GADGETY LTD,08482032,Active,Private limited company,,,2013-04-10,,,47910,7 Prospect Business Centre Prospect Road Cowes PO31 7AD England
A J CARELESS LIMITED,08516982,Active,Private limited company,,,2013-05-07,,,69102,"19 Church Street Ventnor PO38 1SN "
ACTIVE ENGLISH ACADEMY LIMITED,06406862,Active,Private limited company,,,2007-10-23,,,85590,32 Chatsworth Avenue Shanklin PO37 7NZ England
64 STUDIO LIMITED,05398585,Active,Private limited company,,,2005-03-18,,,58110 62012,"63 School Green Road Freshwater Isle Of Wight PO40 9AT "
PETER D HARRIS ROOFING LIMITED,05431174,Liquidation,Private limited company,,,2005-04-21,,,4525,10 Butts Road Haylands Ryde PO33 3JH United Kingdom
ALMORA HOUSE MANAGEMENT COMPANY LIMITED,04418637,Active,Private limited by guarantee without share capital,,,2002-04-17,,,98000,"8 Gunville Road Newport PO30 5LB "
C T GARDEN SERVICES LTD,08032563,Active,Private limited company,,,2012-04-17,,,81300,6 St. Johns Crescent Sandown PO36 8EE England
DOWNER ENGINEERING SOLUTIONS LTD,11317481,Active,Private limited company,,,2018-04-18,,,33160,48 Wilton Road Shanklin PO37 7BZ United Kingdom
ISLAND VETCARE LTD,10855802,Active,Private limited company,,,2017-07-07,,,75000,Island Vetcare Ltd Brading Road Ryde PO33 1QG England
DIAMOND ISLE APPLIANCES LTD,06244636,Active,Private limited company,,,2007-05-11,,,43210,"Exchange House, St Cross Lane Newport Isle Of Wight PO30 5BZ "
GEOFF LEATHER LTD,03027916,Active,Private limited company,,,1995-03-01,,,96030,45 St James Street Newport PO30 1LG England
RYDE GOLF CLUB LIMITED,01453099,Active,Private limited by guarantee without share capital,,,1979-10-09,,,93120,"The Club House Ryde Golf Club Binstead Road PO33 3NF "
R AND R HOLDINGS SOUTHERN LIMITED,11494657,Active,Private limited company,,,2018-08-01,,,64209,Brickfields Newnham Road Binstead PO33 3TH England
THE FRUIT BASKET (STUBBINGTON) LIMITED,15522008,Active,Private limited company,,,2024-02-26,,,47210,Arnold House 2 New Road Brading Sandown PO36 0DT United Kingdom
"WALK, CARE, LOVE LTD",12112370,Active,Private limited company,,,2019-07-19,,,82990,2 2 The Crundles Freshwater PO40 9DP United Kingdom
ROXEY LIMITED,11954368,Active,Private limited company,,,2019-04-18,,,56101,56 New Street Newport Isle Of Wight PO30 1PX England
RACE YACHT SERVICES LIMITED,08576863,Active,Private limited company,,,2013-06-20,,,33150 93199,C/O Apple Accountancy Holyrood Street Newport PO30 5AU England
PJ LEGGETT MANAGEMENT LIMITED,03503445,Liquidation,Private limited company,,,1998-02-03,,,4544,"Unit 8 Lake Industrial Way Newport Road Sandown Isle Of Wight PO36 9PL "
U.K. COMMERCIAL & RESIDENTIAL LETTINGS LIMITED,05199479,Active,Private limited company,,,2004-08-06,,,68209,4 Dodnor Mews Dodnor Lane Newport PO30 5JN England
RECTORY MANSION TRADING LIMITED,09545091,Active,Private limited company,,,2015-04-16,,,56101,"Vision Accounting, Fortis House Cothey Way Ryde PO33 1QT England"
OROPESA OUTSOURCING LIMITED,04184679,Active,Private limited company,,,2001-03-21,,,62090,"Arnold House 2 New Road Brading Sandown PO36 0DT "
THE ISLE OF WIGHT TRAMWAY COMPANY LIMITED,03561720,Active,Private limited company,,,1998-05-11,,,99999,"3 Alvington Close Newport Isle Of Wight PO30 5AS "
SILVER SEAS CONSTRUCTION SERVICES LTD,11994868,Active,Private limited company,,,2019-05-14,,,74902 77320,"Silverseas, 28 Albert Road Albert Road Cowes PO31 8JU England"
CHOCOLATE ISLAND LLP,OC364388,Active,Limited liability partnership,,,2011-05-06,,," ","9 St. Johns Place Newport PO30 1LH "
PETER FERNS ARCHITECTURE LTD,05445044,Active,Private limited company,,,2005-05-06,,,71111,"64 Newport Road Cowes Isle Of Wight PO31 7PN "
INVALUABLE GROUP LIMITED,02374256,Active,Private limited company,,,1989-04-20,,,63990,"Mill Court Furrlongs Newport PO30 2AA "
DR.VNJOSHI LTD,14813660,Active,Private limited company,,,2023-04-19,,,86220,Arnold House 2 New Road Brading Sandown PO36 0DT United Kingdom
CLEVELANDS (BOULDNOR) RESIDENTS ASSOCIATION LIMITED,02523225,Active,Private limited company,,,1990-07-18,,,55900,Florence Cottage Flat 3 Clevelands Bouldnor Yarmouth PO41 0UZ England
BELLA HOME DEVELOPMENTS LTD,14313346,Active,Private limited company,,,2022-08-23,,,41202,34 Gills Cliff Road Ventnor PO38 1LH England
BDC HOLDINGS LIMITED,11914459,Active,Private limited company,,,2019-03-29,,,64209,1 Prospect Road Cowes PO31 7AD England
BOLD LINE LTD,11045012,Active,Private limited company,,,2017-11-02,,,74909,19 Spring Hill Ventnor PO38 1PF England
GROW THERAPEUTIC COACHING LTD,13395745,Active,Private limited company,,,2021-05-14,,,85590,C/O Apple Accountancy 5 Holyrood Street Newport PO30 5AU England
HOUSE OF YOGA PSYCHOLOGY LTD,14093792,Active,Private limited company,,,2022-05-09,,,86900,"Arnold House, Brading Sandown Isle Of Wight PO36 0DT United Kingdom"
SYNCROHEAT LTD,13039098,Active,Private limited company,,,2020-11-24,,,43220,29 Coronation Road Cowes PO31 7JY England
UNIQUE SEAFLEX LIMITED,02121139,Active,Private limited company,,,1987-04-08,,,28220 82990,"Unique Seaflex Seaview Road Cowes PO31 7US "
SOMERTON FLEET LIMITED,04732764,Active,Private limited company,,,2003-04-13,,,45112,15 Marsh Close Sandown PO36 8EU England
LAKE CLEANING & CATERING SUPPLIES LIMITED,01809096,Active,Private limited company,,,1984-04-16,,,46440,"Swan House Unit 5 East Yar Road Sandown PO36 9AY "
ICH WIGHT DECKING LIMITED,13341406,Active,Private limited company,,,2021-04-16,,,43320,Unit 4b Lake Industrial Way Sandown PO36 9PL England
INGRAM FARRIERS LTD,11463605,Active,Private limited company,,,2018-07-13,,,96090,Exchange House St Cross Lane Newport PO30 5BZ England
LINSTONE CHINE MANAGEMENT CO. LIMITED,01795342,Active,Private limited by guarantee without share capital,,,1984-02-28,,,98000,"Brambles Chine Office Monks Lane Freshwater PO40 9SU "
MILLSWIND LTD,15591888,Active,Private limited company,,,2024-03-25,,,13960,Colwell Cottage Colwell Road Totland Bay PO39 0AH United Kingdom
HUMMINGBIRD HAWKMOTH LIMITED,11991478,Active,Private limited company,,,2019-05-13,,,99999,Office 4 Baring Chambers Denmark Road Cowes PO31 7SY England
STEWART COURT (FRESHWATER I.W.) MANAGEMENT COMPANY LIMITED,04441811,Active,Private limited company,,,2002-05-17,,,98000 99999,Beachcombers The Mall Totland Bay PO39 0DR England
POSITIVELY YOU GROUP LIMITED,12411860,Active,Private limited company,,,2020-01-20,,,64209 68209,1 Langley Court Pyle Street Newport PO30 1LA United Kingdom
RED CHILLI (KALA) LIMITED,11370011,Active,Private limited company,,,2018-05-18,,,56101,1 Langley Court Pyle Street Newport PO30 1LA England
D.T. ELECTRICAL (IOW) LIMITED,07223815,Active,Private limited company,,,2010-04-14,,,43210,1 Wentworth Close Shanklin PO37 6QD England
LITTLE LOVE LANE PRE-SCHOOL AND NURSERY CIC,13509749,Active,Private limited by guarantee without share capital,Community Interest Company (CIC),,2021-07-14,,,85100 88910,Little Love Lane Pre-School And Nursery Love Lane Cowes PO31 7ET United Kingdom
PIER VIEW COURT (IOW) MANAGEMENT COMPANY LIMITED,05458759,Active,Private limited company,,,2005-05-20,,,98000,30 Chatfield Lodge Newport PO30 1XR England
BAYCLOSE MANAGEMENT LIMITED,04538762,Active,Private limited company,,,2002-09-18,,,98000,30 Chatfield Lodge Newport PO30 1XR England
CITADEL MANAGEMENT LIMITED,06689001,Active,Private limited company,,,2008-09-04,,,98000,"The Estate Office Church Mews Beatrice Avenue East Cowes PO32 6LW "
GIBBS TIMBER FRAME LIMITED,05406484,Active,Private limited company,,,2005-03-29,,,32990,Colemans Farm Colemans Lane Porchfield Newport PO30 4LX England
WICHETT BLADE SPECIALISTS LTD,14586795,Active,Private limited company,,,2023-01-11,,,33150,19 Mitchells Road Ryde PO33 3JA United Kingdom
OAK GAMES MOBILE LTD,09595932,Active,Private limited company,,,2015-05-18,,,62090,17 Salisbury Road Ryde PO33 1BY England
DG BLADES LIMITED,14880795,Active,Private limited company,,,2023-05-19,,,71129,1 Langley Court Pyle Street Newport PO30 1LA United Kingdom
PARCHOLD LIMITED,15681571,Active,Private limited company,,,2024-04-26,,,64209,Mackenzies Accountants 1 Langley Court Pyle Street Newport PO30 1LA England
BBEDS LTD,15695217,Active,Private limited company,,,2024-04-30,,,86900,16 William Street Ryde PO33 3EA United Kingdom
ENGINEERING AND BEYOND LTD,09234740,Active,Private limited company,,,2014-09-25,,,71129,Arnold House 2 New Road Brading Sandown PO36 0DT England
GAS COVER LIMITED,04021808,Active,Private limited company,,,2000-06-26,,,99999,"16c Sandown Road Sandown Isle Of Wight PO36 9JP "
BRICKFIELDS IW LIMITED,08764630,Active,Private limited company,,,2013-11-06,,,96090,1 Langley Court Pyle Street Newport PO30 1LA England
THE HEALING HAMMOCK LIMITED,10625264,Active,Private limited company,,,2017-02-17,,,86900,Arnold House 2 New Road Brading Sandown PO36 0DT United Kingdom
CLASSIC BOAT RESTORATIONS LIMITED,04083685,Active,Private limited company,,,2000-10-04,,,30120,36 Castle Road Cowes PO31 7QZ England
MARQUEES ISLE OF WIGHT LTD,12057213,Active,Private limited company,,,2019-06-18,,,82990,"Windward Ward Road Totland Bay PO39 0BD "
STOVE-TEC IW LTD,04669095,Active,Private limited company,,,2003-02-18,,,43210,203 Fairlee Road Newport PO30 2EP England
PLUMB STONE SURVEYORS LTD,05643100,Active,Private limited company,,,2005-12-02,,,81100,"Arnold House 2 New Road Brading Sandown PO36 0DT "
STYLE OF WIGHT LIMITED,07794240,Active,Private limited company,,,2011-10-03,,,58142,8 Salisbury Gardens Dudley Road Ventnor PO38 1EJ England
A BAKER WIND CONSULTANCY LTD,14972328,Active,Private limited company,,,2023-06-30,,,33190,27 Swan Street Newport PO30 2FA United Kingdom
WIGHT OAK YOUTH SERVICES LIMITED,14221079,Active,Private limited company,,,2022-07-07,,,87900,Unit 4 Dean Farm Whitwell Road Ventnor PO38 2AB England
OFF THE RAILS - YARMOUTH LIMITED,09095514,Active,Private limited company,,,2014-06-20,,,56101,"The Station Station Road Yarmouth PO41 0QT "
AW ACCOUNTANCY SERVICES LIMITED,12301265,Active,Private limited company,,,2019-11-06,,,69201,The Round House 233 Fairlee Road Newport PO30 2JU England
ATLAS PROP 3 LTD,15693414,Active,Private limited company,,,2024-04-30,,,68100,3 Langley Court Pyle Street Newport PO30 1LA England
BECALMED MEDISPA LIMITED,09810734,Active,Private limited company,,,2015-10-05,,,96040,C/O Apple Accountancy 5 Holyrood Street Newport PO30 5AU England
AURADOME UK LTD,12068419,Active,Private limited company,,,2019-06-25,,,93290,Exchange House St Cross Lane Newport PO30 5BZ England
SANDHAM COURT MANAGEMENT COMPANY LIMITED,05488015,Active,Private limited by guarantee without share capital,,,2005-06-22,,,98000,"The Estate Office Church Mews Whippingham PO32 6LW "
AKCR LIMITED,15795787,Active,Private limited company,,,2024-06-22,,,64202,Unit 20 Barry Way Newport PO30 5GY England
A. & M.A. ROBINSON SEAVIEW SERVICES LIMITED,00355075,Active,Private limited company,,,1939-07-15,,,49319,"Seaview Hq College Close Sandown PO36 8ED "
CHRISTOPHER MATTHEWS HOMES LIMITED,02171117,Active,Private limited company,,,1987-09-30,,,68209,East Quay Kite Hill Wootton Bridge PO33 4LA England
CS COUNTRY CONTRACTING LTD,14020337,Active,Private limited company,,,2022-04-01,,,01500,2 Merryl Cottages Merryl Lane Ventnor PO38 3JT United Kingdom
ABBEYFIELD SHANKLIN SOCIETY LIMITED(THE),00776563,Active,Private limited by guarantee without share capital,,,1963-10-08,,,87900,"Harwood Court 14 Queens Road Shanklin PO37 6AN "
ORASUPPORT LTD,09164742,Active,Private limited company,,,2014-08-06,,,62020,Arnold House 2 New Road Brading PO36 0DT United Kingdom
COWES CLASSICS WEEK LIMITED,11437731,Active,Private limited company,,,2018-06-28,,,93199,The Parade The Royal London Yacht Club The Parade Cowes PO31 7QS United Kingdom
BLUE SEA ART LTD,14171326,Active,Private limited company,,,2022-06-14,,,85590,5 Holyrood Street Newport PO30 5AU United Kingdom
CHAGOS CONSULTING LIMITED,09114874,Active,Private limited company,,,2014-07-03,,,62020,"East Wing East Wing North Wells, Ducie Avenue Bembridge PO35 5NF England"
ELIZABETH COURT (BEMBRIDGE) MANAGEMENT COMPANY LIMITED,01710531,Active,Private limited company,,,1983-03-29,,,98000,"8 Gunville Road Newport PO30 5LB "
ISLE OF WIGHT SCAFFOLDING LTD,15838953,Active,Private limited company,,,2024-07-15,,,43991,17 The Fairway Sandown PO36 9EF England
TWO SISTERS HOTELS LIMITED,09888183,Active,Private limited company,,,2015-11-25,,,55100,Exchange House St Cross Lane Newport PO30 5BZ England
COACH HOUSE (SHANKLIN) MANAGEMENT COMPANY LIMITED,02407485,Active,Private limited company,,,1989-07-24,,,98000,"The Estate Office Beatrice Avenue East Cowes PO32 6LW "
ISLAND POWDER COATING LTD,15679568,Active,Private limited company,,,2024-04-25,,,25610,Unit 10 Marsh Close Sandown PO36 8EU United Kingdom
IF 7 LIMITED,04029011,Active,Private limited company,,,2000-07-07,,,33150 56210 82990 93199,"14 St Marys Road Cowes Isle Of Wight PO31 7SU "
T SHEPPARD LTD,12748312,Active,Private limited company,,,2020-07-16,,,62020,16c Sandown Road Lake PO36 9JP England
GWD MANAGEMENT LIMITED,09127228,Active,Private limited company,,,2014-07-11,,,81300 98000 99999,The Estate Office Beatrice Avenue Church Mews East Cowes PO32 6LW England
CHEETAH MARINE INTERNATIONAL LTD,12112322,Active,Private limited company,,,2019-07-19,,,30120,Oceanblue Quay Eastern Esplanade Ventnor PO38 1JR England
